ManualStartDateTime,ManualEndDateTime,Label
2022-11-04 20:50:50,2022-11-04 23:59:59,N
2022-11-05 00:00:00,2022-11-05 23:59:59,N
2022-11-06 00:00:00,2022-11-06 23:59:59,N
2022-11-07 00:00:00,2022-11-07 16:34:49,N
2022-11-07 18:25:06,2022-11-07 19:19:16,N
2022-11-07 20:10:08,2022-11-07 20:14:12,N
2022-11-07 21:17:01,2022-11-07 21:19:38,N
2022-11-07 22:13:55,2022-11-07 23:59:59,N
2022-11-08 00:00:00,2022-11-08 17:52:08,N
2022-11-08 18:48:08,2022-11-08 20:26:26,N
2022-11-09 00:00:00,2022-11-09 23:59:59,N
2022-11-10 00:00:00,2022-11-10 17:05:07,N
2022-11-10 19:54:01,2022-11-10 20:30:09,N
2022-11-10 21:15:58,2022-11-10 21:19:04,N
2022-11-10 22:08:56,2022-11-10 23:59:59,N
2022-11-11 00:00:00,2022-11-11 17:08:38,N
2022-11-11 18:05:21,2022-11-11 19:08:08,N
2022-11-11 21:20:03,2022-11-11 22:05:04,N
2022-11-11 23:45:53,2022-11-11 23:46:59,N
2022-11-11 23:52:30,2022-11-11 23:59:59,N
2022-11-12 00:00:00,2022-11-12 23:59:59,N
2022-11-13 00:00:00,2022-11-13 23:59:59,N
2022-11-14 00:00:00,2022-11-14 16:58:14,N
2022-11-14 21:19:53,2022-11-14 21:22:55,N
2022-11-14 21:36:41,2022-11-14 21:38:05,N
2022-11-14 21:46:19,2022-11-14 21:49:09,N
2022-11-14 22:09:38,2022-11-14 22:11:59,N
2022-11-14 22:21:43,2022-11-14 22:24:58,N
2022-11-14 22:31:44,2022-11-14 22:35:01,N
2022-11-14 22:38:19,2022-11-14 23:59:59,N
2022-11-15 00:00:00,2022-11-15 16:16:51,N
2022-11-15 18:22:16,2022-11-15 18:35:05,N
2022-11-15 21:08:32,2022-11-15 21:10:50,N
2022-11-15 22:15:25,2022-11-15 23:59:59,N
2022-11-16 00:00:00,2022-11-16 16:01:15,N
2022-11-16 17:01:47,2022-11-16 17:05:33,N
2022-11-16 17:39:03,2022-11-16 17:41:09,N
2022-11-16 18:48:00,2022-11-16 18:54:09,N
2022-11-16 19:23:14,2022-11-16 23:59:59,N
2022-11-17 00:00:00,2022-11-17 16:35:30,N
2022-11-17 18:01:12,2022-11-17 18:03:20,N
2022-11-17 18:25:02,2022-11-17 18:33:49,N
2022-11-17 22:04:57,2022-11-17 23:59:59,N
2022-11-18 00:00:00,2022-11-18 14:59:12,N
2022-11-18 18:35:56,2022-11-18 23:59:59,N
2022-11-19 00:00:00,2022-11-19 23:59:59,N
2022-11-20 00:00:00,2022-11-20 23:59:59,N
2022-11-21 00:00:00,2022-11-21 15:19:12,N
2022-11-21 17:04:53,2022-11-21 17:10:18,N
2022-11-21 20:24:25,2022-11-21 20:34:38,N
2022-11-21 21:36:58,2022-11-21 21:40:13,N
2022-11-21 22:07:24,2022-11-21 22:15:35,N
2022-11-21 22:37:41,2022-11-21 23:59:59,N
2022-11-22 00:00:00,2022-11-22 16:35:59,N
2022-11-22 18:28:55,2022-11-22 19:05:05,N
2022-11-22 19:53:41,2022-11-22 19:59:53,N
2022-11-22 21:05:56,2022-11-22 21:09:12,N
2022-11-22 21:18:05,2022-11-22 21:27:12,N
2022-11-22 22:19:56,2022-11-22 23:59:59,N
2022-11-23 00:00:00,2022-11-23 16:18:42,N
2022-11-23 18:07:18,2022-11-23 18:17:56,N
2022-11-23 18:43:43,2022-11-23 18:48:00,N
2022-11-23 20:13:36,2022-11-23 20:32:33,N
2022-11-23 21:17:50,2022-11-23 21:27:49,N
2022-11-23 22:10:22,2022-11-23 23:59:59,N
2022-11-24 00:00:00,2022-11-24 23:59:59,N
2022-11-25 00:00:00,2022-11-25 23:59:59,N
2022-11-26 00:00:00,2022-11-26 23:59:59,N
2022-11-27 00:00:00,2022-11-27 23:59:59,N
2022-11-28 00:00:00,2022-11-28 16:24:18,N
2022-11-28 16:43:38,2022-11-28 16:44:44,N
2022-11-28 17:09:02,2022-11-28 17:10:56,N
2022-11-28 18:59:07,2022-11-28 23:59:59,N
2022-11-29 00:00:00,2022-11-29 17:25:22,N
2022-11-29 17:52:04,2022-11-29 17:53:08,N
2022-11-29 18:34:20,2022-11-29 23:59:59,N
2022-11-30 00:00:00,2022-11-30 17:54:48,N
2022-11-30 18:14:59,2022-11-30 23:59:59,N
